"pond","polygon","lon","lat","day","ammonia","B1","B11","B12","B2","B3","B4","B5","B6","B7","B8","B8A","B9","chlorophyll","do","ph","phycocyanin","temperature","do_category","chlorophyll_category"
"SNR2",16,81.1245833333333,16.6601388888889,"1",0.01,1.05905859455061,0.456889283299892,0.537138354928019,0.99081877065202,0.935851482043455,1.05604636208731,0.815920094736791,0.499026654612832,0.437643296189101,0.40522584451132,0.388546348925914,0.98892624873198,314.77,4.7,8.26,8.74,28.2,"moderate","good"
"SRI1",9,81.119,16.6454722222222,"1",0.44,1.15608855786997,0.423654026069883,0.48314066058803,1.43616729755078,1.60242430566851,1.32900277374881,1.70826591600062,1.31184623530813,1.24117318652658,1.10162812132087,0.870064208029603,0.666990571902569,138.97,2.7,8.2,4.88,28.6,"bad","good"
"SRI2",10,81.1191388888889,16.6462777777778,"1",0.08,1.11868387735373,0.429554027034087,0.495591741839664,1.02498493515726,1.1130725268158,0.806604947642847,0.84786877314516,0.56847881788369,0.517540028735885,0.430711746681843,0.284040779214806,0.928865806400614,118.74,3.1,8.14,4.97,28.5,"bad","good"
"SRK1",17,81.1398611111111,16.6609166666667,"1",0.07,0.876469816442897,0.407024969672159,0.479383997173328,0.847846513030084,0.922099511632645,0.777016282378047,0.824616184717767,0.564719299074157,0.520842304707968,0.471881280957304,0.39246273122278,0.697465826330827,621.83,7.65,8.85,16.36,27.9,"good","good"
"SRV1",13,81.1464722222222,16.6519444444444,"1",0.06,1.2024432031962,0.966496560826695,0.971893984745449,1.07395643761478,1.03456671312279,0.974453376054075,0.98856583767432,0.904164273692837,0.869920393923566,0.842946214290057,0.825326037718493,1.16600100112273,213.31,3.75,8.31,6.27,28.6,"moderate","good"
"VMS1",5,81.1485555555555,16.6323888888889,"1",0.28,1.05054069700731,1.31209230075866,1.34235128478328,0.937671403643866,0.864341235907244,1.09023770861552,0.983445857160159,0.920455521867483,0.863759203105282,0.86014919825516,0.864180672611085,1.359644151398,335.43,2.7,8.2,10.17,28.7,"bad","good"
"VPS3",3,81.1350833333333,16.6190833333333,"1",0.18,0.988211319746001,0.423231586809343,0.448816473362638,0.988432562337368,0.985449685885341,0.890196129252407,0.906090265849054,0.580176669016612,0.538664111541431,0.483139888289776,0.41330102600034,0.543995730541571,126.37,3.7,8.16,3.97,28.8,"moderate","good"
"VVR1",19,81.1365277777778,16.6651388888889,"1",0.06,0.76539393639104,0.348942914168599,0.444294393026491,0.740917681699393,0.771178042571404,0.625934764283539,0.737540507322855,0.617076958585124,0.581338165918764,0.495245691820775,0.366439401487026,0.547866621118757,236.18,5.51,8.39,6.89,28.5,"good","good"
"GOW2",11,81.15025,16.6499166666667,"2",0.17,0.696429459656833,0.348288889927712,0.279130189261624,0.673649662581125,0.773357316209087,0.606736816290926,0.730050161265194,0.818752578992601,0.833132796488738,0.73647998831737,0.664302192448431,0.482882454426279,123.2,6.73,8.42,8.32,29.4,"good","good"
"KIS1",18,81.1463055555556,16.6623611111111,"2",0.04,0.91054319162652,0.555128287578436,0.542503029129448,0.80134041367017,0.791688820546021,0.708965995403401,0.735024223099782,0.710007220257725,0.701222714758103,0.73296895999622,0.659029062395218,0.783839616366005,44.31,3.84,8.06,2.5,29.5,"moderate","bad"
"NRO1",4,81.143,16.6287777777778,"2",0.2,1.10350393382478,0.465868780382958,0.391682684931634,0.985372772902364,0.956295088512921,0.841598397914262,0.858608342281447,0.869146769625835,0.838584662099457,0.758515870828205,0.764312152649163,0.767391576223384,189.65,6.5,8.28,16,29.6,"good","good"
"PKR1",7,81.1405,16.6379444444444,"2",0.17,0.794580710241167,0.34716095216602,0.295562853629446,0.757979056078741,0.742469456922632,0.660108413697699,0.673971166981517,0.584409391294893,0.556340952781272,0.497562870654368,0.499623462829143,0.504773825238108,190.67,6.6,8.25,7.32,29.9,"good","good"
"PNR1",12,81.1395555555556,16.6488055555556,"2",0.14,0.582396241182229,0.294508614218232,0.235797478428671,0.560741192489158,0.633396199983117,0.535818089222639,0.651081008138915,0.57659183095307,0.57547470335376,0.51244294306305,0.492663679120611,0.401341798216853,106.35,5.94,8.48,8.78,28.6,"good","good"
"PRA1",14,81.1505555555556,16.6561388888889,"2",0.08,0.723473591530719,0.362551423400838,0.307268313179127,0.687345898443724,0.700867375764768,0.63648253600176,0.72936665072738,0.637694908539358,0.615998148889379,0.551127946719438,0.530454444501973,0.462936067171986,151.73,9.28,8.42,10.74,30,"good","good"
"SBR1",20,81.1440277777778,16.6684444444444,"2",0.1,0.687931515883297,0.377198646071967,0.29063555548567,0.654550016975377,0.671735968948139,0.594419159067417,0.663208244611817,0.650907960257345,0.637095406616685,0.582942162527407,0.569946822772848,0.481680112310591,132.7,7.55,8.22,12.73,29.7,"good","good"
"SNR2",16,81.1245833333333,16.6601388888889,"2",0.05,0.762231105362722,0.479221124697035,0.381552960321333,0.766426073791357,0.815485918524311,0.750123197383749,0.782206752502166,0.700214017219687,0.693702900122627,0.653385651383492,0.649604744853305,0.603619463607154,195.48,3.58,8.2,9.76,29,"bad","good"
"SRI2",10,81.1191388888889,16.6462777777778,"2",0.08,0.822176060089553,0.436237550535278,0.350038261533731,0.800777279155996,0.878170957101269,0.718923382979292,0.815177676662868,0.781620017473375,0.759501278183039,0.689499085543889,0.656336400240386,0.634705472489139,170.45,0.8,8.19,8.01,28.6,"bad","good"
"SRK1",17,81.1398611111111,16.6609166666667,"2",0.07,0.625898614283362,0.364071704553837,0.27851626655797,0.613253485935921,0.676660719453624,0.580304478362198,0.67683415945566,0.630548731971829,0.638272751332341,0.596783619054653,0.564296312038843,0.462641372693571,377.58,2.04,8.66,19.03,28.7,"bad","good"
"VPS3",3,81.1350833333333,16.6190833333333,"2",0.17,1.35599621726901,0.582564611511472,0.518304242560395,1.33124999150828,1.25166931195564,1.1092529759542,1.05904882261013,0.926375799879368,0.872925148934796,0.83194652028768,0.792989004598128,0.857226206954488,126.34,3.1,8.22,5.28,29.2,"bad","good"
"VVR1",19,81.1365277777778,16.6651388888889,"2",0.04,1.12930782525605,1.68824846601284,2.03194772182924,0.916970700580647,1.02811202159862,1.1729802564399,1.21310262342996,1.34656541773017,1.42584040838213,1.04305406442284,1.53302232015122,1.19818857019803,136.97,7.62,8.54,6.81,29.5,"good","good"
"GIL2",8,81.1162222222222,16.6437777777778,"3",0.13,1.16807017990872,0.2158340341323,0.221266217979747,1.17558305293783,1.13071585520929,1.05355444849384,1.05681956906964,0.741335468049034,0.688282873177849,0.57536828842861,0.446478734734956,0.356195210211637,56.81,7.7,8.33,2,29.2,"good","bad"
"GOW2",11,81.15025,16.6499166666667,"3",0.11,0.930836047458894,0.217543610640279,0.214524034052386,0.899135973697502,1.07024434696834,0.664844680974474,0.791474937035651,0.96668909064832,0.897413104344314,0.73568495009366,0.51072695912248,0.549434917963044,131.93,11.04,8.87,9.69,29.5,"good","good"
"GRA1",6,81.1402222222222,16.636,"3",0.17,0.922589082132196,0.284502023869441,0.276429541021789,0.919492771690654,0.979537084606911,0.8422444376984,0.935577686653712,0.614648669928402,0.586395585325679,0.489268302345695,0.41880593760573,0.348516592039448,111.26,3.3,8.48,5.64,29.2,"bad","good"
"JAG1",2,81.1338888888889,16.6167777777778,"3",0.25,0.939939840352002,0.306109171400837,0.311502518017656,0.905686573917521,0.862648023984738,0.751178031004591,0.826691244026218,0.703589262954888,0.652416210840593,0.544615721253867,0.431040226862861,0.577220262599047,138.85,2.8,8.28,6.22,28.9,"bad","good"
"JKS1",15,81.1271944444445,16.6585,"3",0.11,0.84070849781712,0.237951680204273,0.274897226492844,0.789288576734459,0.762302059279738,0.595556326144612,0.728962688533868,0.537225058549246,0.455717592049847,0.33591958183792,0.229802553791876,0.369144604004175,81.72,3.17,8.36,4.79,29.3,"bad","bad"
"KIS1",18,81.1463055555556,16.6623611111111,"3",0.08,0.98302602654863,0.410298361914867,0.391221789447373,0.930898621401102,0.908013720510272,0.773071627651468,0.817384549120643,0.764936251433481,0.730483583446934,0.619660627567876,0.537996628098038,0.563413880171219,52.15,6.88,8.53,2.49,30.1,"good","bad"
"NRO1",4,81.143,16.6287777777778,"3",0.21,0.945937633316874,0.23022296974112,0.245170324631299,0.881246666370188,0.930382869807702,0.668619143883493,0.716351220247143,0.579360357258991,0.512584915502221,0.381994417552303,0.25779395220384,0.470249168062343,137.97,1.1,8.13,12.4,29.3,"bad","good"
"NSR1",1,81.136,16.6155277777778,"3",0.14,0.795992809195087,0.298321100642268,0.280311404495118,0.766684599742063,0.743900900260189,0.705644827657687,0.599998656250166,0.374161452542534,0.35016249166907,0.296218521755773,0.273960691579335,0.650167135234844,73.02,7.6,8.51,12.02,28.9,"good","bad"
"PKR1",7,81.1405,16.6379444444444,"3",0.25,0.957761853733335,0.335418910865404,0.330489597602991,0.941594438083218,1.00244193521438,0.908027934112744,0.906955352341679,0.567562473620262,0.539382667923613,0.467727101310648,0.425228939465724,0.715859037597607,228.51,8.1,8.33,9.81,30.5,"good","good"
"PNR1",12,81.1395555555556,16.6488055555556,"3",0.16,0.724233500508232,0.18705616291466,0.185852726644115,0.733843473975334,0.849134837785643,0.680002444720219,0.849816398710455,0.476093762671191,0.426050506641474,0.334065065199162,0.240425630847734,0.297910526585666,77.2,12.94,9.1,9.27,29.3,"good","bad"
"PRA1",14,81.1505555555556,16.6561388888889,"3",0.17,0.887673358800979,0.258146052704771,0.254043155427479,0.847406794381572,0.779662582308509,0.725723943268934,0.850231707610907,0.623361647768739,0.590874860803092,0.49823480026901,0.415653735526724,0.399666402006653,180.58,3.9,8.61,10.31,29.8,"moderate","good"
"SBR1",20,81.1440277777778,16.6684444444444,"3",0.15,0.788109995584113,0.243101779434559,0.233402149048997,0.745957678149036,0.749475089567316,0.605855217796365,0.670642700216985,0.526101339689873,0.533773836021461,0.414317022114421,0.320887929658475,0.491259456061074,147.42,13.87,8.77,12.66,30.4,"good","good"
"SNR2",16,81.1245833333333,16.6601388888889,"3",0.07,0.948508116016105,0.268403511752642,0.281945873325994,0.953861391679091,1.00335407528282,1.01586973151331,0.817044750929365,0.386802042155457,0.344709460653089,0.256679506816819,0.196622505918183,0.907930403877125,214.55,3.73,8.63,9.75,28.5,"moderate","good"
"SRI1",9,81.119,16.6454722222222,"3",0.54,1.05669190961851,0.272305805955637,0.259880544109177,1.22016647124167,1.32409028413063,1.12629035450388,1.40553828363787,1.04779496074081,0.992976626155435,0.866786516377349,0.686611489869365,0.416588060183607,177.07,4.2,8.23,8.4,29.2,"moderate","good"
"SRI2",10,81.1191388888889,16.6462777777778,"3",0.15,1.0821732163761,0.256436476196792,0.294204389557559,0.951746399679803,1.0991287824689,0.767833597492012,0.831316274963065,0.553657825046046,0.466234151866382,0.352610231586741,0.280514775109941,1.10691252651161,95.73,7,8.19,6.84,29.7,"good","bad"
"SRK1",17,81.1398611111111,16.6609166666667,"3",0.08,0.814249827340905,0.264326829310539,0.252336841812829,0.83883836525625,0.927810167050567,0.725692341277022,0.836073449640966,0.660324954318177,0.627757724433162,0.537391554870177,0.428435398793005,0.428393570333301,477.38,3.86,8.96,22.65,28.6,"moderate","good"
"SRV1",13,81.1464722222222,16.6519444444444,"3",0.11,0.922803289023798,0.734263110176815,0.636216992418221,0.833306847719649,0.858931897779987,0.73871631219386,0.862832557204154,0.798253234056115,0.794584519471528,0.731795866657041,0.694732854244247,1.3243630497499,185.66,3.32,8.66,8.58,29.4,"bad","good"
"VMS1",5,81.1485555555555,16.6323888888889,"3",0.24,1.09566825054706,1.19755834383902,1.17988218728813,1.01519615965846,0.939504270492092,1.13179966371891,1.00852103171485,0.893373670893364,0.860897271648012,0.86272834235653,0.877264080571626,1.36457650267753,238.28,5.8,8.28,11.16,29.6,"good","good"
"VPS3",3,81.1350833333333,16.6190833333333,"3",0.28,0.893181536013616,0.309433347944129,0.290351713027638,0.939761445017168,0.950073512554956,0.818878714928278,0.888289105034109,0.63871093515586,0.587258054516982,0.507741448669633,0.454166778749428,0.502590146078214,85.9,4.6,8.21,4.04,29.4,"moderate","bad"
"VVR1",19,81.1365277777778,16.6651388888889,"3",0.12,0.794279154062266,0.202829041410891,0.197712354649097,0.76275675745767,0.778902465584809,0.599908512968277,0.706950136955102,0.588780606184812,0.538431169654498,0.439281233888524,0.337348042296768,0.351665582004151,142.82,13.44,9.04,6.49,29.3,"good","good"
"GIL2",8,81.1162222222222,16.6437777777778,"4",0.09,0.874679542143728,0.32326365876892,0.332616544227463,0.897860830123837,0.954101306664319,0.883467150142369,0.966794716335782,0.762375817303193,0.73198851006729,0.654783080120365,0.566417267867141,0.496928754161448,66.67,4.2,8.28,2.09,29,"moderate","bad"
"GOW2",11,81.15025,16.6499166666667,"4",0.14,0.834461459349631,0.374394007874838,0.374446343319151,0.816441432967312,0.946912495086355,0.712866381458997,0.793266006793189,0.920952339437871,0.894669046834799,0.78760198391791,0.633996520238448,0.629739096304072,127.99,11.51,8.55,6.82,30.1,"good","good"
"GRA1",6,81.1402222222222,16.636,"4",0.15,0.863741713713014,0.426634514150364,0.402735373666202,0.869665405261602,0.942165166685812,0.858369302706751,0.931348173553124,0.770517045311258,0.748247695097661,0.687945297327096,0.650642547596307,0.551075974664545,132.52,4,8.54,5.78,28.4,"moderate","good"
"JAG1",2,81.1338888888889,16.6167777777778,"4",0.21,0.811353613275417,0.449914398610034,0.463340282634839,0.810380097670841,0.837694686628832,0.766840470962854,0.816646796651294,0.69947646666554,0.670257804235316,0.607785954034193,0.555470695528549,0.681283989475521,154.75,4.5,8.33,6.48,29.3,"moderate","good"
"JKS1",15,81.1271944444445,16.6585,"4",0.1,0.810431620533059,0.422713691504525,0.442443635888008,0.779051847823914,0.79548668183964,0.704286855778951,0.765645324105404,0.685849668073273,0.638193336423339,0.5698661313598,0.503112606760284,0.593278175064007,85.07,3.6,7.94,2.91,29.4,"bad","bad"
"KIS1",18,81.1463055555556,16.6623611111111,"4",0.1,0.922073796665449,0.516498368899194,0.508985919621265,0.902078468729006,0.915371541544984,0.827295777310272,0.889446687343798,0.907643365204441,0.891096249293061,0.804341753270506,0.742712655435893,0.732812344620765,32.1,5.55,8.1,1.06,29.9,"good","bad"
"NRO1",4,81.143,16.6287777777778,"4",0.18,0.793197448502821,0.350815606236451,0.380309703986676,0.778929259020165,0.89394667180205,0.692838111674758,0.774432950535918,0.699387247728465,0.662204087916939,0.579712370694278,0.460298843460791,0.551458003069858,134.54,5.3,8.24,10.82,30,"good","good"
"NSR1",1,81.136,16.6155277777778,"4",0.17,0.769367482238788,0.437906879257152,0.4144115487886,0.745748556138811,0.78058844830029,0.740329198329188,0.680885239385555,0.516577645662433,0.48419853020444,0.450317377432133,0.44600497214263,0.732539467188399,96.64,9.6,8.57,11.57,29.2,"good","bad"
"PKR1",7,81.1405,16.6379444444444,"4",1.08,0.866049059652865,0.45756000276942,0.44925473804274,0.879942433309214,0.974410297774808,0.895271160580126,0.907369171644329,0.711431804233547,0.670984047833339,0.633365691138328,0.61011308968152,0.743809305145143,36.69,2.8,8.25,1.13,30.5,"bad","bad"
"PNR1",12,81.1395555555556,16.6488055555556,"4",0.2,0.885428243858061,0.371497945693252,0.370672226107871,0.870005929716461,0.946202390502072,0.85932431973246,0.94596824944077,0.719439203836,0.680257203028994,0.620106741984769,0.557370513868305,0.558822661772288,86.14,5.4,8.67,8.71,28.6,"good","bad"
"PRA1",14,81.1505555555556,16.6561388888889,"4",0.23,0.815676509649845,0.372688195425025,0.372684446763885,0.792040423459208,0.76175642913252,0.751920376401215,0.807758265358019,0.663741095976518,0.621611871118259,0.578521431879641,0.54523493957558,0.570268354074336,171.74,4.39,8.23,8.65,29.6,"moderate","good"
"SBR1",20,81.1440277777778,16.6684444444444,"4",0.11,1.55348684835531,0.833664915071533,0.813996208532885,1.50416462199834,1.34808169169018,1.36834839443506,1.21624489213813,1.15226257231957,1.06920400759718,1.05810333146633,1.03024434538748,1.38485296926099,129.88,9.08,8.25,9.92,30.4,"good","good"
"SNR2",16,81.1245833333333,16.6601388888889,"4",0.07,0.947524849069893,0.50872673829762,0.487063305105743,0.939030236716158,0.976306037653747,0.998412999356638,0.851651880659369,0.699587990336883,0.662399198137303,0.630586833904174,0.631825299278728,0.964621723416274,199.88,3.82,8.38,8.94,28,"moderate","good"
"SRI1",9,81.119,16.6454722222222,"4",0.14,0.868634339636789,0.388417147762797,0.378327413386186,0.948597493356557,1.05964532701775,0.960624221323736,1.19041447309747,0.979274811500197,0.970885422639615,0.878104945237305,0.756788505601784,0.563595709903891,101.82,4.2,8.17,6.74,29.7,"moderate","good"
"SRI2",10,81.1191388888889,16.6462777777778,"4",0.13,0.889652073857241,0.417567611781861,0.44925473804274,0.837281529604616,0.983678359405178,0.750872586293009,0.789016670995069,0.564086729654703,0.48289779540201,0.446754739952449,0.423388087145539,0.98849849874836,155.79,6.3,8.27,6.97,29.4,"good","good"
"SRK1",17,81.1398611111111,16.6609166666667,"4",0.09,1.13623548667507,0.481820092890549,0.514418915392504,0.96857413841963,0.883204145821394,0.861715682364834,0.770693535033572,0.692863112954878,0.650790140025619,0.589438371013817,0.590789223140006,0.798916902611598,383.74,9.18,8.69,18.03,29.1,"good","good"
"SRV1",13,81.1464722222222,16.6519444444444,"4",0.13,1.00312810368597,0.841751611778576,0.760619407973352,1.03342361560277,1.09320999685501,1.02798032647257,1.02880669008302,0.930441990017633,0.934090179994798,0.903662996721999,0.885858151566051,1.03481944289261,139.9,5.4,8.33,4.9,29.3,"good","good"
"VMS1",5,81.1485555555555,16.6323888888889,"4",0.21,0.852488674088332,1.14242969843136,1.12869692849847,0.821344985117266,0.843340948922587,0.932058416410415,0.925972763768502,0.863193216197589,0.842388376423507,0.831252389947409,0.849218797870764,1.28027269330645,371.9,5.7,8.33,14,29.6,"good","good"
"VPS3",3,81.1350833333333,16.6190833333333,"4",0.16,0.819134826749388,0.412736598164667,0.403185475655047,0.830218079483849,0.870285029609363,0.802345275358621,0.863760464190776,0.66034758997707,0.621611871118259,0.573024791196699,0.523781208664054,0.617839986450263,105.07,4,8.22,3.4,29.5,"moderate","good"
"VVR1",19,81.1365277777778,16.6651388888889,"4",0.05,1.51944403940669,0.616059258227465,0.644969673427696,1.0836850251398,0.936284862431695,0.969533284499215,0.822671410516185,0.763825625030657,0.718005610941171,0.656237823757903,0.70021875950993,1.3265936374507,139.85,3.25,8.66,4.16,28.3,"bad","good"
"GIL2",8,81.1162222222222,16.6437777777778,"5",0.11,0.911081155574635,0.28780626487538,0.281401322292948,0.952008314216434,0.982326674389022,0.904611206813295,0.965190098786676,0.799061995132919,0.772671288293675,0.681386045384562,0.598009822195423,0.598408000011141,75.52,2.2,8.25,2.08,29.6,"bad","bad"
"GRA1",6,81.1402222222222,16.636,"5",0.18,0.933817911869349,0.360779375814337,0.357902999514823,0.926082362055576,0.948625229740927,0.843039940570145,0.941561111629391,0.778110946532376,0.745538000869522,0.668023774050207,0.603661582701874,0.628539407495612,114.96,4.7,8.57,5.27,30.1,"moderate","good"
"JAG1",2,81.1338888888889,16.6167777777778,"5",0.41,0.820410285330531,0.360332655293645,0.348494796039205,0.833051450839327,0.837358688121402,0.731649725340268,0.812131754452495,0.744824334576701,0.70487617114795,0.625630410900391,0.549609997522704,0.715949545968857,182.92,3.6,8.3,7.41,29.8,"bad","good"
"JKS1",15,81.1271944444445,16.6585,"5",0.1,0.85314615155445,0.337898087967706,0.355442016233275,0.840013572670964,0.82282727296968,0.692506804915204,0.771274146967684,0.674526988992466,0.61489968043628,0.520173131937061,0.43886227190271,0.639612111692512,74.61,2.35,7.96,4.99,30.3,"bad","bad"
"KIS1",18,81.1463055555556,16.6623611111111,"5",0.17,0.961249302054875,0.416632579739708,0.383619941340426,0.928330031844877,0.901414309960583,0.77084929253874,0.842967684629711,0.852059629652564,0.801958575693083,0.716713848009409,0.626324417032776,0.73361421620696,41.81,7.06,8.11,2.78,31,"good","bad"
"NSR1",1,81.136,16.6155277777778,"5",0.3,0.826853900474782,0.375442319964117,0.337201394891723,0.811069523025732,0.783116098575253,0.731196551153002,0.685169271689776,0.560599596882268,0.5268663618721,0.476630703245158,0.455265209601591,0.787853516990274,103.71,4.1,8.51,10.89,29.7,"moderate","good"
"PNR1",12,81.1395555555556,16.6488055555556,"5",0.15,0.867203204830449,0.32561327364867,0.307945261210453,0.879453816143587,0.916464972986706,0.809180275878286,0.924160472683108,0.743072123872847,0.707797279604959,0.629334358435323,0.54595560153877,0.621376683506116,105.6,8.77,8.73,9.88,29.8,"good","good"
"PRA1",14,81.1505555555556,16.6561388888889,"5",0.29,0.934163105537791,0.35102378797275,0.336854589659635,0.8867693451748,0.810297596000432,0.79973914697692,0.803258142148605,0.663063487426099,0.618568846667715,0.557107381504142,0.531656033742093,0.672498146931476,124.1,11.59,8.29,6.84,31.2,"good","good"
"SNR2",16,81.1245833333333,16.6601388888889,"5",0.15,0.998300089134318,0.416238414574391,0.380952208785903,1.0534361804946,1.06956031728843,1.03323714696551,0.921102363905202,0.677377701022198,0.640103766231651,0.588927658054243,0.508156314834716,0.989590508169026,308.93,6.72,8.62,14.26,29.2,"good","good"
"SRI1",9,81.119,16.6454722222222,"5",0.15,0.884716363796527,0.343900537930843,0.350157296036951,0.945044655831755,0.97794496831846,0.879906645865477,1.10255458343598,0.91121520065251,0.880937838526573,0.786832649268533,0.662703425709221,0.594743317883756,101.43,7.7,8.23,7.05,30.6,"good","good"
"SRI2",10,81.1191388888889,16.6462777777778,"5",0.24,1.2413164317175,0.424515883046041,0.406562441309325,1.22519207948828,1.38815275222541,1.08897757199917,1.08073564211188,0.789950499472879,0.736119331166399,0.666710556287822,0.586488711192637,1.01034534265244,170.53,2.2,8.2,8.28,29.8,"bad","good"
"SRK1",17,81.1398611111111,16.6609166666667,"5",0.3,1.02744977669164,0.281565316424533,0.264994767082631,0.940345876630443,0.816949989057978,0.748341641237883,0.691438394684483,0.590575878462047,0.531286125972271,0.46456481354803,0.432501949121511,0.59737025828697,401,4.66,8.6,17.01,29.6,"moderate","good"
"SRV1",13,81.1464722222222,16.6519444444444,"5",0.13,0.981730793049101,0.386676027175642,0.328131104206345,1.03562445763599,1.09773515847334,0.900003935909428,1.0669741526113,0.996657448352145,0.980273196286186,0.924303271217208,0.814456069824022,1.05185501161926,132.31,6.75,8.31,5.84,30.2,"good","good"
"VMS1",5,81.1485555555555,16.6323888888889,"5",0.24,0.870578431810771,1.05833346887523,0.985193632385391,0.87595508486779,0.885340201848683,0.960502689909382,0.957799669240071,0.981130165807224,0.986674233948503,0.982387903015011,0.975137908506936,1.12491202900086,356.37,6.8,8.37,13.46,30.2,"good","good"
"VPS3",3,81.1350833333333,16.6190833333333,"5",0.18,0.848255907918188,0.37000847161368,0.356790173934936,0.885497079256328,0.904742656584074,0.803801529869908,0.876716099357313,0.695261803239116,0.658827890005775,0.596816585271501,0.539479708982725,0.668621934510337,88.27,4.2,8.24,3.7,30.1,"moderate","bad"
"VVR1",19,81.1365277777778,16.6651388888889,"5",0.05,1.07240166329321,0.324003765890293,0.300920232150209,1.00509007559267,0.856081712925899,0.763145331355225,0.724160158608074,0.628854943069319,0.575788578291233,0.527644162476271,0.445892102345087,0.63814197758327,80.05,7.57,8.85,3.65,29.7,"good","bad"
